"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 10 16:37:38 GMT 2025","Fri Jan 10 16:37:43 GMT 2025","4442","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[super_user]",""
"passed","Fri Jan 10 16:32:57 GMT 2025","Fri Jan 10 16:32:57 GMT 2025","5","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_my_user",""
"passed","Fri Jan 10 16:32:13 GMT 2025","Fri Jan 10 16:32:14 GMT 2025","166","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_api_data_updated[super_user]","
        Test whether API data is updated correctly after modifying the template version.

        Args:
            generate_user (dict): Dictionary containing user instances.
            user_type (str): Type of user for the test.
            template_v2 (Template): An instance of the Template model with version 2.
            live_server: Pytest fixture providing the live server URL.

        Returns:
            None
        "
"skipped","Fri Jan 10 16:32:30 GMT 2025","Fri Jan 10 16:32:30 GMT 2025","0","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_edit_phenotype[super_user]","
        Test if an entity with template version 1 is updated with fields from
        template version 2 on edit.

        Args:
            live_server: Pytest fixture providing the live server URL.
            generate_entity (GenericEntity): An instance of the GenericEntity model.
            user_type (str): Type of user for the test.
            generate_user (dict): Dictionary containing user instances.
            login: Pytest fixture providing a login function.
            template_v2 (Template): An instance of the Template model with version 2.
            logout: Pytest fixture providing a logout function.

        Returns:
            None
        "
"passed","Fri Jan 10 16:34:13 GMT 2025","Fri Jan 10 16:34:18 GMT 2025","4721","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_user_with_access[super_user]","
        Test to verify if a user can access unpublished phenotypes with group/world access.

        Args:
            generate_user (dict): Dictionary of generated users.
            user_type (str): Type of user to test.
            live_server (LiveServer): Live server instance for testing.
            generic_entity (GenericEntity): The generic entity fixture.
        "
"passed","Fri Jan 10 16:37:53 GMT 2025","Fri Jan 10 16:38:01 GMT 2025","8434","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[normal_user]",""
"passed","Fri Jan 10 16:36:13 GMT 2025","Fri Jan 10 16:36:13 GMT 2025","191","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[moderator_user-ANY]",""
"broken","Fri Jan 10 16:34:03 GMT 2025","Fri Jan 10 16:34:03 GMT 2025","215","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_auth_user_edit","
        Test to verify that non-authenticated users can't update phenotypes.
        "
"skipped","Fri Jan 10 16:32:16 GMT 2025","Fri Jan 10 16:32:16 GMT 2025","0","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_entity_published[super_user]","
        Test if the publishing of a GenericEntity with version 2 reflects in the home page statistics.

        Args:
            live_server: Pytest fixture providing the live server URL.
            generate_user (dict): Dictionary containing user instances.
            login: Pytest fixture providing a login function.
            logout: Pytest fixture providing a logout function.
            user_type (str): Type of user for the test.
            generic_entity_v2 (GenericEntity): An instance of the GenericEntity model with version 2.

       Returns:
           None
       "
"passed","Fri Jan 10 16:36:34 GMT 2025","Fri Jan 10 16:36:34 GMT 2025","196","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[normal_user-ANY]",""
"passed","Fri Jan 10 16:32:38 GMT 2025","Fri Jan 10 16:32:38 GMT 2025","5","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_genereic_entity[super_user]",""
"passed","Fri Jan 10 16:34:58 GMT 2025","Fri Jan 10 16:34:58 GMT 2025","17","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[None-ANY]",""
"passed","Fri Jan 10 16:31:29 GMT 2025","Fri Jan 10 16:31:36 GMT 2025","6950","clinicalcode.tests.functional_tests","test_collection_components","TestCollectionComponents","","","test_collection_redirects[normal_user]",""
"passed","Fri Jan 10 16:35:20 GMT 2025","Fri Jan 10 16:35:20 GMT 2025","211","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_get[normal_user-ANY]",""
"passed","Fri Jan 10 16:32:48 GMT 2025","Fri Jan 10 16:32:48 GMT 2025","12","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_users_to_edit[super_user]",""
"passed","Fri Jan 10 16:39:04 GMT 2025","Fri Jan 10 16:39:08 GMT 2025","4167","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[moderator_user]",""
"passed","Fri Jan 10 16:35:09 GMT 2025","Fri Jan 10 16:35:09 GMT 2025","218","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[owner_user-ANY]",""
"passed","Fri Jan 10 16:32:00 GMT 2025","Fri Jan 10 16:32:03 GMT 2025","3047","clinicalcode.tests.functional_tests","test_template_versions","TestTemplateVersioning","","","test_template_api[super_user]","
        Test the API endpoint related to template version.

        Args:
            generate_user (dict): Dictionary containing user instances.
            user_type (str): Type of user for the test.
            live_server: Pytest fixture providing the live server URL.
            template_v2 (Template): An instance of the Template model with version 2.


        Returns:
            None
        "
"broken","Fri Jan 10 16:34:20 GMT 2025","Fri Jan 10 16:34:20 GMT 2025","156","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_non_authenticated_user_create_phenos","
        Test to verify that non-authenticated users can't create phenotypes.
        "
"passed","Fri Jan 10 16:38:22 GMT 2025","Fri Jan 10 16:38:26 GMT 2025","3855","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[moderator_user]",""
"passed","Fri Jan 10 16:39:18 GMT 2025","Fri Jan 10 16:39:19 GMT 2025","794","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[None]",""
"broken","Fri Jan 10 16:34:21 GMT 2025","Fri Jan 10 16:34:21 GMT 2025","142","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_non_authenticated_user_view_published_phenos","
        Test to verify that non-authenticated users can view published phenotypes.
        "
"passed","Fri Jan 10 16:38:50 GMT 2025","Fri Jan 10 16:38:54 GMT 2025","3536","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[normal_user]",""
"passed","Fri Jan 10 16:37:06 GMT 2025","Fri Jan 10 16:37:06 GMT 2025","129","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[moderator_user-ANY]",""
"passed","Fri Jan 10 16:36:45 GMT 2025","Fri Jan 10 16:36:45 GMT 2025","126","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[owner_user-ANY]",""
"passed","Fri Jan 10 16:36:24 GMT 2025","Fri Jan 10 16:36:24 GMT 2025","219","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[normal_user-ANY]",""
"passed","Fri Jan 10 16:38:36 GMT 2025","Fri Jan 10 16:38:40 GMT 2025","4123","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_component_presence[super_user]",""
"passed","Fri Jan 10 16:33:30 GMT 2025","Fri Jan 10 16:33:30 GMT 2025","722","clinicalcode.tests.functional_tests","test_detail_components","TestDetailComponents","","","test_anonymous_publication_presence",""
"passed","Fri Jan 10 16:33:07 GMT 2025","Fri Jan 10 16:33:07 GMT 2025","10","clinicalcode.tests.unit_tests","test_read_only_permissions","TestReadOnlyPermissions","","","test_users_to_edit[owner_user]",""
"passed","Fri Jan 10 16:34:31 GMT 2025","Fri Jan 10 16:34:36 GMT 2025","5897","clinicalcode.tests.functional_tests","test_auth_user","TestAuthPhenoAccess","","","test_user_without_access[super_user]","
        Test to verify if a user can view phenotypes without group/world access.

        Args:
            generate_user (dict): Dictionary of generated users.
            user_type (str): Type of user to test.
            live_server (LiveServer): Live server instance for testing.
            generic_entity (GenericEntity): The generic entity fixture.
        "
"passed","Fri Jan 10 16:37:16 GMT 2025","Fri Jan 10 16:37:16 GMT 2025","17","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_approve_post[None-ANY]",""
"passed","Fri Jan 10 16:38:11 GMT 2025","Fri Jan 10 16:38:12 GMT 2025","972","clinicalcode.tests.functional_tests","test_moderation_components","TestModerationComponents","","","test_moderation_redirect[None]",""
"passed","Fri Jan 10 16:35:31 GMT 2025","Fri Jan 10 16:35:31 GMT 2025","193","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_post[moderator_user-ANY]",""
"passed","Fri Jan 10 16:35:51 GMT 2025","Fri Jan 10 16:35:52 GMT 2025","122","clinicalcode.tests.unit_tests","test_publishing","TestPublishing","","","test_publish_request_get[normal_user-ANY]",""
"passed","Fri Jan 10 16:33:17 GMT 2025","Fri Jan 10 16:33:27 GMT 2025","9704","clinicalcode.tests.functional_tests","test_search_filters","TestSearchFilters","","","test_tags_filter[super_user]",""
